626684,06-10-10,06-10-10,06-10-10,10/22/2006,10/17/2006,1,1,1
686122,10/17/2006,10/22/2006,10/17/2006,10/24/2006,10/17/2006,1,1,1
645133,10/24/2006,10/27/2006,10/24/2006,10/29/2006,10/24/2006,1,1,1
834396,10/31/2006,10/31/2006,10/31/2006,06-07-11,06-08-11,0,1,1
367280,06-07-11,11/14/2006,06-07-11,11/14/2006,11/14/2006,1,1,1
364801,11/14/2006,06-12-11,06-10-11,11/19/2006,11/17/2006,1,0,1
498516,11/21/2006,11/21/2006,11/21/2006,11/28/2006,11/26/2006,1,1,1
146026,11/28/2006,06-08-12,11/28/2006,06-04-12,06-03-12,1,1,1
259430,06-05-12,12/15/2006,06-05-12,12/16/2006,06-07-12,1,1,1
692577,06-12-12,12/15/2006,06-12-12,12/20/2006,12/17/2006,1,1,1
608953,12/19/2006,12/20/2006,12/19/2006,07-01-10,12/28/2006,1,1,1
526585,12/26/2006,12/31/2006,12/26/2006,07-01-10,12/29/2006,1,0,1
65158,07-02-10,07-10-10,07-02-10,07-07-10,07-09-10,0,1,1
996660,07-09-10,07-09-10,07-09-10,10/14/2007,10/14/2007,1,1,1
404970,10/16/2007,10/20/2007,10/16/2007,10/27/2007,10/25/2007,1,0,1
710018,10/23/2007,10/25/2007,10/23/2007,07-01-11,10/23/2007,1,1,1
774027,10/30/2007,07-05-11,10/30/2007,07-12-11,07-08-11,1,1,1
984142,07-06-11,11/15/2007,07-06-11,11/19/2007,11/13/2007,1,0,1
987949,11/13/2007,11/19/2007,11/13/2007,11/21/2007,11/13/2007,1,1,1
974221,11/20/2007,11/21/2007,11/20/2007,11/28/2007,11/22/2007,1,1,1
56265,11/27/2007,07-03-12,11/27/2007,07-10-12,07-03-12,1,1,1
382624,07-04-12,07-04-12,07-04-12,07-09-12,07-11-12,0,1,1
210244,07-11-12,07-11-12,07-11-12,12/24/2007,12/15/2007,1,1,1
906655,12/18/2007,12/18/2007,12/18/2007,12/30/2007,12/19/2007,1,1,1
830838,06-10-10,10/14/2006,06-10-10,10/21/2006,06-11-10,1,1,1
3313,10/17/2006,10/24/2006,10/17/2006,10/30/2006,10/19/2006,1,1,1
419980,10/24/2006,10/29/2006,10/24/2006,06-02-11,10/28/2006,1,1,1
893822,10/31/2006,06-04-11,10/31/2006,06-09-11,06-08-11,1,1,1
19274,06-07-11,11/16/2006,06-07-11,11/18/2006,11/15/2006,1,1,0
955840,11/14/2006,11/24/2006,11/14/2006,11/20/2006,11/17/2006,1,1,1
17675,11/21/2006,11/29/2006,11/21/2006,11/30/2006,11/22/2006,1,1,1
771041,11/28/2006,06-01-12,11/28/2006,06-06-12,06-04-12,1,1,1
80808,06-05-12,06-05-12,06-05-12,06-11-12,06-10-12,1,1,1
141861,06-12-12,06-12-12,06-12-12,12/26/2006,06-12-12,1,1,1
309663,12/19/2006,12/23/2006,12/19/2006,12/31/2006,12/23/2006,1,1,1
521678,12/26/2006,12/20/2006,12/20/2006,07-05-10,12/20/2006,1,1,1
231319,07-02-10,07-04-10,07-02-10,10/14/2007,07-05-10,1,1,1
198889,07-09-10,07-09-10,07-09-10,10/14/2007,10/18/2007,0,1,1
777940,10/16/2007,10/26/2007,10/16/2007,10/21/2007,10/19/2007,1,1,1
766153,10/23/2007,10/29/2007,10/23/2007,10/29/2007,07-01-11,0,0,1
660322,10/30/2007,10/30/2007,10/30/2007,07-05-11,07-05-11,1,0,1
656035,07-06-11,07-06-11,07-06-11,07-11-11,07-12-11,0,1,1
792196,11/13/2007,11/17/2007,11/13/2007,11/27/2007,11/20/2007,1,1,1
774305,11/20/2007,11/29/2007,11/20/2007,11/29/2007,11/29/2007,1,1,1
671589,11/27/2007,07-03-12,11/27/2007,07-06-12,07-03-12,1,1,1
512142,07-04-12,07-04-12,07-04-12,12/14/2007,07-04-12,1,1,1
875441,07-11-12,12/19/2007,07-11-12,12/20/2007,12/20/2007,1,1,1
668507,12/18/2007,12/18/2007,12/18/2007,12/27/2007,12/19/2007,1,1,1
63901,06-10-10,10/19/2006,06-10-10,10/17/2006,10/18/2006,0,1,1
219630,10/17/2006,10/17/2006,10/17/2006,10/27/2006,10/19/2006,1,1,1
876800,10/24/2006,10/30/2006,10/24/2006,10/31/2006,10/27/2006,1,1,1
821041,10/31/2006,06-02-11,10/31/2006,06-06-11,06-01-11,1,1,1
983981,06-07-11,06-07-11,06-07-11,11/13/2006,11/13/2006,1,1,1
451289,11/14/2006,11/14/2006,11/14/2006,11/28/2006,11/16/2006,1,1,1
836013,11/21/2006,11/21/2006,11/21/2006,06-05-12,11/26/2006,1,1,1
903685,11/28/2006,06-04-12,11/28/2006,06-03-12,11/30/2006,1,1,1
649151,06-05-12,12/15/2006,06-05-12,06-11-12,12/13/2006,0,1,1
647140,06-12-12,06-12-12,06-12-12,12/21/2006,12/21/2006,1,1,1
944887,12/19/2006,12/22/2006,12/19/2006,07-01-10,12/22/2006,1,1,1
488759,12/26/2006,07-04-10,12/26/2006,07-01-10,12/28/2006,1,1,1
718408,07-02-10,07-07-10,07-02-10,07-11-10,07-05-10,1,1,1
599723,07-09-10,07-09-10,07-09-10,10/15/2007,10/15/2007,1,1,1
767206,10/16/2007,10/16/2007,10/16/2007,10/27/2007,10/16/2007,1,1,1
310698,10/23/2007,10/23/2007,10/23/2007,07-05-11,10/23/2007,1,0,1
961100,10/30/2007,07-09-11,10/30/2007,11/13/2007,07-06-11,1,1,1
333026,07-06-11,07-06-11,07-06-11,11/13/2007,07-08-11,1,1,1
484914,11/13/2007,11/21/2007,11/13/2007,11/26/2007,11/21/2007,1,1,1
311948,11/20/2007,11/20/2007,11/20/2007,11/29/2007,11/27/2007,1,1,1
335052,11/27/2007,07-02-12,11/27/2007,07-10-12,07-03-12,1,1,1
868107,07-04-12,07-04-12,07-04-12,12/17/2007,07-07-12,1,1,1
601246,07-11-12,07-11-12,07-11-12,12/17/2007,12/18/2007,0,1,1
533584,12/18/2007,12/18/2007,12/18/2007,12/31/2007,12/21/2007,1,1,1
226570,06-10-10,10/18/2006,06-10-10,10/17/2006,06-11-10,1,1,0
231044,10/17/2006,10/22/2006,10/17/2006,10/26/2006,10/21/2006,1,1,1
604063,10/24/2006,10/30/2006,10/24/2006,06-04-11,10/26/2006,1,1,1
200440,10/31/2006,06-06-11,10/31/2006,11/13/2006,06-07-11,1,1,1
750112,06-07-11,11/16/2006,06-07-11,11/13/2006,06-11-11,1,1,1
301242,11/14/2006,11/19/2006,11/14/2006,11/28/2006,11/22/2006,1,1,1
382131,11/21/2006,11/29/2006,11/21/2006,11/26/2006,11/22/2006,1,1,1
979350,11/28/2006,11/29/2006,11/28/2006,06-05-12,06-06-12,0,1,1
399237,06-05-12,06-05-12,06-05-12,06-10-12,06-06-12,1,1,1
733215,06-12-12,06-12-12,06-12-12,12/18/2006,06-12-12,1,1,1
999924,12/19/2006,12/19/2006,12/19/2006,12/26/2006,12/22/2006,1,1,1
42062,12/26/2006,12/31/2006,12/26/2006,12/31/2006,12/27/2006,1,1,1
53646,07-02-10,07-10-10,07-02-10,10/13/2007,07-09-10,1,1,1
782394,07-09-10,10/14/2007,07-09-10,10/15/2007,10/15/2007,1,1,1
257553,10/16/2007,10/16/2007,10/16/2007,10/25/2007,10/22/2007,1,1,1
539028,10/23/2007,10/27/2007,10/23/2007,10/30/2007,07-01-11,0,1,1
859639,10/30/2007,10/30/2007,10/30/2007,07-07-11,07-07-11,1,1,1
466907,07-06-11,07-06-11,07-06-11,07-11-11,07-12-11,0,1,1
979541,11/13/2007,11/14/2007,11/13/2007,11/22/2007,11/20/2007,1,1,1
609956,11/20/2007,11/28/2007,11/20/2007,07-04-12,11/21/2007,1,1,1
808245,11/27/2007,11/29/2007,11/27/2007,07-04-12,07-06-12,0,1,1
833203,07-04-12,12/14/2007,07-04-12,07-09-12,07-11-12,0,1,1
217951,07-11-12,12/13/2007,07-11-12,12/16/2007,12/18/2007,0,1,1
774441,12/18/2007,12/27/2007,12/18/2007,12/25/2007,12/20/2007,1,1,1
471673,06-10-10,10/20/2006,06-10-10,10/15/2006,10/18/2006,0,1,1
705511,10/17/2006,10/17/2006,10/17/2006,10/28/2006,10/24/2006,1,1,1
572580,10/24/2006,10/27/2006,10/24/2006,06-04-11,06-02-11,1,1,1
539788,10/31/2006,10/31/2006,10/31/2006,06-09-11,06-01-11,1,1,1
282281,06-07-11,06-07-11,06-07-11,11/20/2006,11/15/2006,1,1,1
558736,11/14/2006,11/22/2006,11/14/2006,11/19/2006,11/21/2006,0,1,1
455609,11/21/2006,11/21/2006,11/21/2006,06-01-12,11/28/2006,1,1,1
231539,11/28/2006,11/28/2006,11/28/2006,06-06-12,11/29/2006,1,1,1
490186,06-05-12,06-05-12,06-05-12,06-10-12,06-05-12,1,1,1
231056,06-12-12,06-12-12,06-12-12,12/20/2006,12/15/2006,1,1,1
926516,12/19/2006,12/19/2006,12/19/2006,12/25/2006,12/26/2006,0,1,1
789779,12/26/2006,12/27/2006,12/26/2006,07-07-10,12/27/2006,1,1,1
911367,07-02-10,07-02-10,07-02-10,07-11-10,07-09-10,1,1,1
715942,07-09-10,07-09-10,07-09-10,10/21/2007,10/17/2007,1,1,1
930676,10/16/2007,10/25/2007,10/16/2007,10/21/2007,10/22/2007,0,1,1
851044,10/23/2007,10/30/2007,10/23/2007,07-05-11,10/25/2007,1,1,1
468248,10/30/2007,10/30/2007,10/30/2007,07-12-11,10/30/2007,1,1,1
25,07-06-11,07-06-11,07-06-11,11/16/2007,07-08-11,1,1,1
496471,11/13/2007,11/13/2007,11/13/2007,11/27/2007,11/19/2007,1,1,1
615347,11/20/2007,11/20/2007,11/20/2007,11/30/2007,11/27/2007,1,1,1
955324,11/27/2007,11/28/2007,11/27/2007,07-09-12,11/28/2007,1,1,1
766230,07-04-12,07-04-12,07-04-12,12/13/2007,07-05-12,1,1,1
625913,07-11-12,07-11-12,07-11-12,12/16/2007,12/13/2007,1,1,1
174300,12/18/2007,12/18/2007,12/18/2007,12/27/2007,12/19/2007,1,1,1
346891,06-10-10,06-10-10,06-10-10,10/16/2006,10/19/2006,0,1,1
435276,10/17/2006,10/17/2006,10/17/2006,10/28/2006,10/23/2006,1,1,1
89245,10/24/2006,10/24/2006,10/24/2006,10/30/2006,10/26/2006,1,1,1
602141,10/31/2006,06-08-11,10/31/2006,06-08-11,06-07-11,1,1,1
926884,06-07-11,06-11-11,06-07-11,11/15/2006,11/14/2006,1,1,1
545713,11/14/2006,11/23/2006,11/14/2006,11/21/2006,11/14/2006,1,1,1
219373,11/21/2006,11/21/2006,11/21/2006,11/30/2006,11/25/2006,1,1,1
101847,11/28/2006,11/28/2006,11/28/2006,06-09-12,06-07-12,1,1,1
996750,06-05-12,12/13/2006,06-05-12,12/16/2006,06-11-12,1,1,1
723888,06-12-12,06-12-12,06-12-12,12/17/2006,12/16/2006,1,1,1
799853,12/19/2006,12/28/2006,12/19/2006,12/28/2006,12/20/2006,1,1,1
492930,12/26/2006,12/26/2006,12/26/2006,07-09-10,12/30/2006,1,1,1
55816,07-02-10,07-02-10,07-02-10,10/15/2007,07-09-10,1,1,1
772597,07-09-10,10/15/2007,07-09-10,10/23/2007,10/14/2007,1,1,1
769955,10/16/2007,10/20/2007,10/16/2007,10/22/2007,10/21/2007,1,1,1
164611,10/23/2007,10/27/2007,10/23/2007,07-06-11,10/30/2007,1,1,1
565325,10/30/2007,10/30/2007,10/30/2007,07-10-11,10/30/2007,1,1,1
671391,07-06-11,07-06-11,07-06-11,07-11-11,07-06-11,1,1,1
351175,11/13/2007,11/19/2007,11/13/2007,11/25/2007,11/17/2007,1,1,1
221931,11/20/2007,11/27/2007,11/20/2007,11/30/2007,11/20/2007,1,1,1
151559,11/27/2007,11/29/2007,11/27/2007,07-05-12,11/29/2007,1,1,1
967208,07-04-12,07-09-12,07-04-12,12/16/2007,07-11-12,1,1,1
875361,07-11-12,12/17/2007,07-11-12,12/17/2007,12/13/2007,1,1,1
1377,12/18/2007,12/28/2007,12/18/2007,12/31/2007,12/21/2007,1,0,1
214153,06-10-10,06-10-10,06-10-10,10/16/2006,06-12-10,1,1,1
674950,10/17/2006,10/17/2006,10/17/2006,10/26/2006,10/24/2006,1,1,1
871230,10/24/2006,10/26/2006,10/24/2006,10/29/2006,10/25/2006,1,1,1
301993,10/31/2006,10/31/2006,10/31/2006,06-09-11,06-02-11,1,1,1
168422,06-07-11,11/15/2006,06-07-11,11/20/2006,06-08-11,1,1,1
987269,11/14/2006,11/21/2006,11/14/2006,11/27/2006,11/15/2006,1,1,1
952843,11/21/2006,11/21/2006,11/21/2006,06-04-12,11/28/2006,1,1,1
682109,11/28/2006,11/30/2006,11/28/2006,06-08-12,06-01-12,1,1,1
173720,06-05-12,12/15/2006,06-05-12,06-12-12,06-10-12,1,1,1
285416,06-12-12,06-12-12,06-12-12,12/17/2006,12/16/2006,1,1,1
425847,12/19/2006,12/19/2006,12/19/2006,12/24/2006,12/25/2006,0,1,1
544543,12/26/2006,12/28/2006,12/26/2006,07-01-10,07-01-10,1,1,1
653203,07-02-10,07-06-10,07-02-10,07-07-10,07-09-10,0,1,1
725703,07-09-10,07-09-10,07-09-10,10/16/2007,07-12-10,1,1,1
793967,10/16/2007,10/22/2007,10/16/2007,10/29/2007,10/24/2007,1,1,1
710159,10/23/2007,10/23/2007,10/23/2007,07-03-11,10/23/2007,1,1,1
398194,10/30/2007,10/30/2007,10/30/2007,07-05-11,07-01-11,1,1,1
422448,07-06-11,11/13/2007,07-06-11,11/15/2007,07-06-11,1,1,1
499401,11/13/2007,11/17/2007,11/13/2007,11/18/2007,11/21/2007,0,1,1
746887,11/20/2007,11/21/2007,11/20/2007,11/26/2007,11/27/2007,0,1,1
271301,11/27/2007,07-02-12,11/27/2007,07-06-12,07-02-12,1,1,1
338603,07-04-12,07-11-12,07-04-12,12/16/2007,07-10-12,1,1,1
250951,07-11-12,07-11-12,07-11-12,12/18/2007,12/20/2007,0,1,1
985355,12/18/2007,12/18/2007,12/18/2007,12/25/2007,12/22/2007,1,1,1
426378,06-10-10,06-10-10,06-10-10,10/22/2006,10/13/2006,1,1,1
602145,10/17/2006,10/17/2006,10/17/2006,10/25/2006,10/21/2006,1,1,1
784512,10/24/2006,06-02-11,10/24/2006,10/29/2006,10/25/2006,1,0,1
177500,10/31/2006,06-06-11,10/31/2006,11/14/2006,06-06-11,1,1,1
17864,06-07-11,06-10-11,06-07-11,11/18/2006,06-12-11,1,1,1
